0.680000,0.320000,0.885232,0.114768,0.944867,0.055133,0.922291,0.077709,0.999910,0.000090,0.837335,0.162665,1.000000,0.000000,0.902305,0.097695,0.999981,0.000019,1.000000,0.000000,1.000000,0.000000
0.615000,0.385000,0.924915,0.075085,0.944867,0.055133,0.765522,0.234478,0.996939,0.003061,0.838844,0.161156,1.000000,0.000000,0.963931,0.036069,0.989932,0.010068,1.000000,0.000000,1.000000,0.000000
0.150000,0.850000,0.918974,0.081026,0.944867,0.055133,0.997259,0.002741,0.999753,0.000247,0.838621,0.161379,1.000000,0.000000,0.958960,0.041040,0.999996,0.000004,1.000000,0.000000,1.000000,0.000000
0.745000,0.255000,0.925299,0.074701,0.944867,0.055133,0.988720,0.011280,0.999927,0.000073,0.836498,0.163502,1.000000,0.000000,0.965041,0.034959,0.999976,0.000024,1.000000,0.000000,1.000000,0.000000
0.150000,0.850000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.915000,0.085000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000
0.770000,0.230000,0.943956,0.056044,0.944867,0.055133,0.952200,0.047800,0.999959,0.000041,0.836225,0.163775,1.000000,0.000000,0.997853,0.002147,0.997332,0.002668,1.000000,0.000000,1.000000,0.000000
0.785000,0.215000,0.995977,0.004023,0.944867,0.055133,0.998591,0.001409,1.000000,0.000000,0.837091,0.162909,1.000000,0.000000,0.999999,0.000001,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.670000,0.330000,0.910914,0.089086,0.944867,0.055133,0.891724,0.108276,0.998589,0.001411,0.837946,0.162054,1.000000,0.000000,0.493937,0.506063,0.999612,0.000388,1.000000,0.000000,1.000000,0.000000
0.595000,0.405000,0.960390,0.039610,0.944867,0.055133,0.811330,0.188670,0.999452,0.000548,0.660232,0.339768,1.000000,0.000000,0.995786,0.004214,0.994101,0.005899,1.000000,0.000000,1.000000,0.000000
0.590000,0.410000,0.929164,0.070836,0.944867,0.055133,0.956124,0.043876,0.999907,0.000093,0.837077,0.162923,1.000000,0.000000,0.999638,0.000362,0.999974,0.000026,1.000000,0.000000,1.000000,0.000000
0.655000,0.345000,0.943947,0.056053,0.944867,0.055133,0.933755,0.066245,0.999250,0.000750,0.839120,0.160880,1.000000,0.000000,0.992438,0.007562,0.999562,0.000438,1.000000,0.000000,1.000000,0.000000
0.215000,0.785000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.745000,0.255000,0.892533,0.107467,0.944867,0.055133,0.859050,0.140950,0.998664,0.001336,0.837578,0.162422,1.000000,0.000000,0.089201,0.910799,0.996770,0.003230,1.000000,0.000000,1.000000,0.000000
0.665000,0.335000,0.931845,0.068155,0.944867,0.055133,0.843261,0.156739,0.999584,0.000416,0.836589,0.163411,1.000000,0.000000,0.987378,0.012622,0.996448,0.003552,1.000000,0.000000,1.000000,0.000000
0.815000,0.185000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.430000,0.570000,0.906364,0.093636,0.944867,0.055133,0.882025,0.117975,0.999937,0.000063,0.836759,0.163241,1.000000,0.000000,0.922513,0.077487,0.998642,0.001358,1.000000,0.000000,1.000000,0.000000
0.845000,0.155000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
0.860000,0.140000,0.969037,0.030963,0.944867,0.055133,0.999126,0.000874,1.000000,0.000000,0.836243,0.163757,1.000000,0.000000,1.000000,0.000000,0.999998,0.000002,1.000000,0.000000,1.000000,0.000000
0.095000,0.905000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.800000,0.200000,0.984731,0.015269,0.944867,0.055133,0.998795,0.001205,1.000000,0.000000,0.836173,0.163827,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.850000,0.150000,0.932239,0.067761,0.944867,0.055133,0.993086,0.006914,0.999985,0.000015,0.835704,0.164296,1.000000,0.000000,0.998520,0.001480,0.999688,0.000312,1.000000,0.000000,1.000000,0.000000
0.200000,0.800000,0.898292,0.101708,0.944867,0.055133,0.987651,0.012349,0.999989,0.000011,0.837891,0.162109,1.000000,0.000000,0.870600,0.129400,0.999893,0.000107,1.000000,0.000000,1.000000,0.000000
0.200000,0.800000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000
0.175000,0.825000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000
0.145000,0.855000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000
0.665000,0.335000,0.929079,0.070921,0.944867,0.055133,0.634017,0.365983,0.999757,0.000243,0.836011,0.163989,1.000000,0.000000,0.980869,0.019131,0.917090,0.082910,1.000000,0.000000,1.000000,0.000000
0.225000,0.775000,0.911907,0.088093,0.944867,0.055133,0.987101,0.012899,0.999997,0.000003,0.836983,0.163017,1.000000,0.000000,0.998882,0.001118,0.999993,0.000007,1.000000,0.000000,1.000000,0.000000
0.845000,0.155000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.840000,0.160000,0.948193,0.051807,0.944867,0.055133,0.999668,0.000332,1.000000,0.000000,0.835669,0.164331,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.220000,0.780000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
0.850000,0.150000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.750000,0.250000,0.926085,0.073915,0.944867,0.055133,0.990359,0.009641,0.999996,0.000004,0.835116,0.164884,1.000000,0.000000,0.999989,0.000011,0.999944,0.000056,1.000000,0.000000,1.000000,0.000000
0.595000,0.405000,0.903129,0.096871,0.944867,0.055133,0.984828,0.015172,0.999984,0.000016,0.837450,0.162550,1.000000,0.000000,0.954708,0.045292,0.999998,0.000002,1.000000,0.000000,1.000000,0.000000
0.270000,0.730000,0.955203,0.044797,0.944867,0.055133,0.997712,0.002288,0.999998,0.000002,0.837204,0.162796,1.000000,0.000000,0.999998,0.000002,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.660000,0.340000,0.918002,0.081998,0.944867,0.055133,0.817450,0.182550,0.995482,0.004518,0.838227,0.161773,1.000000,0.000000,0.743768,0.256232,0.998680,0.001320,1.000000,0.000000,1.000000,0.000000
0.910000,0.090000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000
0.840000,0.160000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000
0.675000,0.325000,0.934649,0.065351,0.944867,0.055133,0.898650,0.101350,0.999926,0.000074,0.835931,0.164069,1.000000,0.000000,0.997865,0.002135,0.990951,0.009049,1.000000,0.000000,1.000000,0.000000
0.175000,0.825000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.665000,0.335000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.205000,0.795000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.785000,0.215000,1.000000,0.000000,0.999998,0.000002,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000
0.840000,0.160000,0.909797,0.090203,0.944867,0.055133,0.944399,0.055601,0.999557,0.000443,0.838122,0.161878,1.000000,0.000000,0.654520,0.345480,0.999992,0.000008,1.000000,0.000000,1.000000,0.000000
0.515000,0.485000,0.899727,0.100273,0.944867,0.055133,0.964478,0.035522,0.999960,0.000040,0.834985,0.165015,1.000000,0.000000,0.925054,0.074946,0.997006,0.002994,1.000000,0.000000,1.000000,0.000000
0.175000,0.825000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
0.685000,0.315000,0.952778,0.047222,0.944867,0.055133,0.989724,0.010276,0.999817,0.000183,0.837763,0.162237,1.000000,0.000000,0.993212,0.006788,0.999998,0.000002,1.000000,0.000000,1.000000,0.000000
